"sigma","C","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.00807235873666212,0.25,0.0402679596727061,0.766330700770009,0.0246070926367515,0.00994874620244162,0.114549872327836,0.00463864344752905
0.00807235873666212,0.5,0.037335854801764,0.790991144467536,0.0230948679302696,0.00944044123733875,0.0993058147717268,0.0044078809733618
0.00807235873666212,1,0.0355034473442472,0.808161711923466,0.0221607442660333,0.00858479889969243,0.0844979022954794,0.00421258616591757
0.00807235873666212,2,0.0345390164933263,0.817178472621738,0.0218381570155598,0.00796882347304306,0.0761568442981455,0.00413266678405098
0.00807235873666212,4,0.0347890580667978,0.814108416948203,0.0220971052726571,0.0075815026019803,0.0718940745161822,0.00393789384407017
0.00807235873666212,8,0.0354708704142646,0.807321661497121,0.0228093668833968,0.00755790547219686,0.0730628573372373,0.00385303726472419
0.00807235873666212,16,0.0364932658550336,0.796824971690002,0.0237942522248515,0.00776115091150249,0.0779263672452059,0.0042540842278125
0.00807235873666212,32,0.0372785149658964,0.789308062959914,0.0242763809641851,0.00804965252276894,0.0824212674532986,0.00446261022548539
0.00807235873666212,64,0.0386687404087938,0.775457123176403,0.0249165643122842,0.00857007964242586,0.0896514575204064,0.00475014819081826
0.00807235873666212,128,0.0409115679221884,0.753200676970634,0.0261133251749855,0.009216919377499,0.0972454489186975,0.00482383926909818
0.00807235873666212,256,0.0409154033313042,0.753145920892608,0.0261198582458394,0.00921668217181299,0.0972421161763443,0.00482335373818254
0.00807235873666212,512,0.0409154033313042,0.753145920892608,0.0261198582458394,0.00921668217181299,0.0972421161763443,0.00482335373818254
0.00807235873666212,1024,0.0409154033313042,0.753145920892608,0.0261198582458394,0.00921668217181299,0.0972421161763443,0.00482335373818254
0.00807235873666212,2048,0.0409154033313042,0.753145920892608,0.0261198582458394,0.00921668217181299,0.0972421161763443,0.00482335373818254
0.00807235873666212,4096,0.0409154033313042,0.753145920892608,0.0261198582458394,0.00921668217181299,0.0972421161763443,0.00482335373818254
0.00807235873666212,8192,0.0409154033313042,0.753145920892608,0.0261198582458394,0.00921668217181299,0.0972421161763443,0.00482335373818254
0.00807235873666212,16384,0.0409154033313042,0.753145920892608,0.0261198582458394,0.00921668217181299,0.0972421161763443,0.00482335373818254
0.00807235873666212,32768,0.0409154033313042,0.753145920892608,0.0261198582458394,0.00921668217181299,0.0972421161763443,0.00482335373818254
