"","pec_1","pec_2","pec_3","pec_4","pec_5","pec_6","pec_7","pec_8","pec_9","pec_10","pec_11","pec_12","pec_13","pec_14","pec_15","pec_16","pec_17","pec_18","pec_19","pec_20","pec_21","pec_22","pec_23","pec_24","pec_25","pec_26","pec_27","pec_28","pec_29","pec_30","pec_31","pec_32","pec_33","pec_34","pec_35","pec_36","pec_37","pec_38","pec_39","pec_40","pec_41","pec_42","pec_43","pec_44","pec_45","pec_46","pec_47","pec_48","pec_49","pec_50","pec_51","pec_52","pec_53","pec_54","pec_55","pec_56","pec_57","pec_58","pec_59","pec_60","pec_61","pec_62","pec_63","pec_64","pec_65","pec_66","pec_67","pec_68","pec_69","pec_70","pec_71","pec_72","pec_73","pec_74","pec_75","pec_76","pec_77","pec_78","pec_79","pec_80","pec_81","pec_82","pec_83","pec_84","pec_85","pec_86","pec_87","pec_88","pec_89","pec_90","pec_91","pec_92","pec_93","pec_94","pec_95","pec_96","pec_97","pec_98","pec_99","pec_100"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,307,10,0,0,0,0,0,2,23,78,30,0,0,21,143,51,1,0,27,35,9,1,0,3,4,1,0,0,0,0,0,0,40,209,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
