"sigma","C","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.00588172987502286,0.25,0.02907439382181,0.591151719817641,0.0118862958440223,0.0073536574843966,0.0729791478842587,0.0020980004667094
0.00588172987502286,0.5,0.0275515844046716,0.631397244604147,0.0112019200867791,0.00710221608161467,0.0690498516370167,0.00187813318475469
0.00588172987502286,1,0.025967710676053,0.669823275472223,0.0107561134796577,0.0067662406813785,0.0639177793855008,0.00163958544907332
0.00588172987502286,2,0.0247817015734652,0.69590749983159,0.0105728122676953,0.0063530363797352,0.0602955761019918,0.00145791152049051
0.00588172987502286,4,0.024154881388048,0.70780491966868,0.0105967449882374,0.00572764444451576,0.0603302390260262,0.00122069208014246
0.00588172987502286,8,0.0246607978961047,0.693274730744461,0.0110888162740922,0.00516203263980995,0.0795445857662941,0.0011732857168261
0.00588172987502286,16,0.0251469788051931,0.682129034938961,0.0116940950509721,0.00448572450956415,0.0974225715783745,0.00103303319233185
0.00588172987502286,32,0.025458390764857,0.672015072651956,0.0122345567411259,0.0039780361241561,0.108645899397124,0.00108231319661004
0.00588172987502286,64,0.0260197400171493,0.658993562554549,0.0128712751869201,0.00386530886877311,0.107898135583078,0.00104986966907159
0.00588172987502286,128,0.0265699839846832,0.645526339576101,0.0134177511363003,0.00377604066667985,0.104753744882312,0.000944038407716845
0.00588172987502286,256,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,512,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,1024,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,2048,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,4096,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,8192,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,16384,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,32768,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,65536,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,131072,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,262144,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,524288,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
0.00588172987502286,1048576,0.02677659483128,0.6409171308298,0.0135531477433457,0.00376099034024761,0.10306572717821,0.000930187704898549
