"bestTune.depth","bestTune.learning_rate","bestTune.iterations","bestTune.l2_leaf_reg","bestTune.rsm","bestTune.border_count","RMSE_fold","RMSE_full"
6,0.0497870683678639,100,1e-06,0.9,255,0.0175713729447665,0.0111273580794263
